SL Source #1,SEQID,Module,Primary Target,Exposure (s),RA,DEC,PA,,In old sheet?,Notes,,,,,
??,90201020002,B,COm0d4m0d22,93528.3391,266.36,-29.4081,336.0053,1,Y,Multiple sources + GR,,,,,
??,90201020002,B,COm0d4m0d22,93528.3391,266.36,-29.4081,336.0053,1,Y,Multiple sources + GR,,,,,
??,90201026002,A,SWIFT_J174540d2m290037,49025.6759,266.44,-28.9935,193.8349,0,Y,"Strong primary source, GR there",,,,,
??,90201028002,A,1E161348m5055,65937.5696,244.40,-51.07,296.8672,0,Y,"Strong, Unident SL?",,,,,
??,90201028002,B,1E161348m5055,65937.5696,244.40,-51.07,296.8672,0,Y,Strong unident SL,,,,,
??,90201028002,B,1E161348m5055,65937.5696,244.40,-51.07,296.8672,0,Y,Strong unident SL,,,,,
??,90201036002,A,PSR_J2032p4127,45558.4241,308.00,41.4533,15.8119,1,Y,Ghost rays,,,,,
??,90201036002,B,PSR_J2032p4127,45558.4241,308.00,41.4533,15.8119,1,Y,Ghost Rays,,,,,
??,90201036002,B,PSR_J2032p4127,45558.4241,308.00,41.4533,15.8119,1,Y,Ghost Rays,,,,,
??,90301012002,B,IGRJ17329m2731,20846.0337,263.19,-27.5221,336.0032,0,Y,"Corner SL, complex",,,,,
??,90301012002,B,IGRJ17329m2731,20846.0337,263.19,-27.5221,336.0032,0,Y,"Corner SL, complex",,,,,
??,90302321002,A,PSR_J2032p4127,39826.5843,308.03,41.4278,320.8506,2,Y,Ghost Rays,,,,,
??,90302321002,B,PSR_J2032p4127,39826.5843,308.03,41.4278,320.8506,0,Y,Ghost rays (Cyg X-3?),,,,,
??,90302321002,B,PSR_J2032p4127,39826.5843,308.03,41.4278,320.8506,0,Y,Ghost rays (Cyg X-3?),,,,,
??,90401307002,A,Swift_J1658d2m4242,33337.1134,254.58,-42.6802,153.8274,1,Y,"Corner, unclear what it is (more on FPMB)",,,,,
??,90401317002,A,Swift_J1658d2m4242,28493.0101,254.58,-42.6784,183.1056,2,Y,"Weak SL, strong source (doesn't match?)",,,,,
??,90401335002,B,H_1743m322,38447.5074,266.54,-32.2573,335.7545,1,Y,Some SL on B? Multiple.,,,,,
??,90401335002,B,H_1743m322,38447.5074,266.54,-32.2573,335.7545,1,Y,Some SL on B? Multiple.,,,,,
??,90401373002,A,AX_J1631d9m4752,2322.1764,248.03,-47.8053,117.7571,,N,Sources at edge of FoV,,,,,
??,90401373002,B,AX_J1631d9m4752,2322.1764,248.03,-47.8053,117.7571,NA,,Sources at edge of FoV,,,,,
??,90401373002,B,AX_J1631d9m4752,2322.1764,248.03,-47.8053,117.7571,NA,,Sources at edge of FoV,,,,,
??,90501314002,B,MAXI_J1535m571,52710.8748,233.88,-57.2154,205.1048,0,N,"Strong SL (some in A), unidentified",,,,,
??,90501314002,B,MAXI_J1535m571,52710.8748,233.88,-57.2154,205.1048,0,N,"Strong SL (some in A), unidentified",,,,,
??,90501343002,A,XTE_J1739m285,27314.5393,264.94,-28.5278,337.432,0,N,Complex,,,,,
??,90501347002,A,Swift_J1845d7m0037,23517.343,281.45,-0.7012,323.6458,0,N,Strong SL. New source?,,,,,
??,90601307002,B,XTE_J1739m285,29167.0989,264.99,-28.4662,153.9091,1,N,Multiple overlapping,,,,,
??,90601307002,B,XTE_J1739m285,29167.0989,264.99,-28.4662,153.9091,1,N,Multiple overlapping,,,,,
4U 1608-522,80202051006,A,PSR_J1622m4950,126333.5954,245.65,-49.8645,342.9812,0,Y,Strong SL,,,,,
4U 1630-47,30002021036,B,HESSJ1640m465,32513.142,250.22,-46.5017,154.4146,1,Y,Strong SL,,,,,
4U 1630-47,30002021036,B,HESSJ1640m465,32513.142,250.22,-46.5017,154.4146,1,Y,Strong SL,,,,,
4U 1630-47,30002021038,B,HESSJ1640m465,32089.3261,250.22,-46.5121,165.6686,1,Y,Strong SL,,,,,
4U 1630-47,30002021038,B,HESSJ1640m465,32089.3261,250.22,-46.5121,165.6686,1,Y,Strong SL,,,,,
4U 1630-47,30402027002,A,IGR_J16418m4532,19853.8429,250.42,-45.5614,352.6044,1,N,Strong SL (?? on FPMB),,,,,
4U 1630-47,30402027004,A,IGR_J16418m4532,31019.2442,250.41,-45.5596,356.4193,0,N,Strong SL (multiple),,,,,
4U 1700-377,30001130002,A,CXOUJ171405d7m381031,81270.2905,258.56,-38.1618,181.5737,0,Y,Multiple overlapping sources,,,,,
4U 1700-377,30001130002,B,CXOUJ171405d7m381031,81270.2905,258.56,-38.1618,181.5737,0,Y,Multiple overlapping sources,,,,,
4U 1700-377,30001130002,B,CXOUJ171405d7m381031,81270.2905,258.56,-38.1618,181.5737,0,Y,Multiple overlapping sources,,,,,
4U 1700-377,30401023002,B,1RXS_J170849d0m40091,93500.8764,257.17,-40.1776,335.8104,1,N,Strong SL,,,,,
4U 1700-377,30401023002,B,1RXS_J170849d0m40091,93500.8764,257.17,-40.1776,335.8104,1,N,Strong SL,,,,,
4U 1700-377,40111001002,B,RXJ1713d7m3946_NW_P1,49596.616,257.85,-39.5209,343.286,1,Y,Strong SL,,,,,
4U 1700-377,40111001002,B,RXJ1713d7m3946_NW_P1,49596.616,257.85,-39.5209,343.286,1,Y,Strong SL,,,,,
4U 1700-377,40111002002,A,RXJ1713d7m3946_NW_P2,57357.277,257.93,-39.5749,165.5761,0,Y,Multiple (extended source),,??,,,
4U 1700-377,40111002002,B,RXJ1713d7m3946_NW_P2,57357.277,257.93,-39.5749,165.5761,0,Y,Multiple,,,,,
4U 1700-377,40111002002,B,RXJ1713d7m3946_NW_P2,57357.277,257.93,-39.5749,165.5761,0,Y,Multiple,,,,,
4U 1700-377,40201001002,A,G346d6m0d2,62775.7322,257.56,-40.1979,148.4452,0,Y,Multiple,,OAO 1657-415,,,
4U 1700-377,80001041002,B,IGRJ17091m3624,43293.4287,257.31,-36.3924,159.0663,1,Y,SL on both (second?),,??,,,
4U 1700-377,80001041002,B,IGRJ17091m3624,43293.4287,257.31,-36.3924,159.0663,1,Y,SL on both (second?),,??,,,
4U 1700-377,80202014006,B,IGRJ17091m3624,48392.9076,257.32,-36.3868,164.4916,1,Y,Fainter SL on B (2nd?),,??,,,
4U 1700-377,80202014006,B,IGRJ17091m3624,48392.9076,257.32,-36.3868,164.4916,1,Y,Fainter SL on B (2nd?),,??,,,
4U 1700-377,80202015002,B,IGRJ17091m3624,39112.71,257.31,-36.3782,176.0979,2,Y,Strong SL,,,,,
4U 1700-377,80202015002,B,IGRJ17091m3624,39112.71,257.31,-36.3782,176.0979,2,Y,Strong SL,,,,,
4U 1700-377,90601310002,A,SwiftJ170800m402551,41333.5074,257.03,-40.4008,164.5562,0,N,SL in both,,,,,
4U 1700-377,90601310002,B,SwiftJ170800m402551,41333.5074,257.03,-40.4008,164.5562,0,N,Multiple SL,,4U 1702-423,,,
4U 1700-377,90601310002,B,SwiftJ170800m402551,41333.5074,257.03,-40.4008,164.5562,0,N,Multiple SL,,4U 1702-423,,,
4U 1702-423,30102054004,A,IGR_J16493m4348,31228.4427,252.31,-43.8455,338.8186,1,Y,Multiple SL sources,,,,,
4U 1702-423,30102054006,A,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple SL sources,,OAO 1757-415,4U 1702 (sliver,,
4U 1702-423,90601310002,B,SwiftJ170800m402551,41333.5074,257.03,-40.4008,164.5562,0,N,Multiple SL,,,,,
4U 1702-423,90601310002,B,SwiftJ170800m402551,41333.5074,257.03,-40.4008,164.5562,0,N,Multiple SL,,,,,
4U 1702-429,30102054006,B,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple sources,,,,,
4U 1702-429,30102054006,B,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple sources,,,,,
4U 1702-429,30401017002,B,PSR_J1709m4429,43134.7425,257.42,-44.5206,314.9067,0,Y,GR + weak GR,,,,,
4U 1702-429,30401017002,B,PSR_J1709m4429,43134.7425,257.42,-44.5206,314.9067,0,Y,GR + weak GR,,,,,
4U 1702-429,30460005002,A,IGR_J17195m4100,29536.3688,259.85,-41.0339,353.0336,2,Y,Moderate SL,,4U 1705-440 ,,,
4U 1702-429,90301322001,A,MAXI_J1621m501,19463.8027,245.02,-50.024,14.9156,0,N,PSF Bleed,,,,,
4U 1702?,30102054002,A,IGR_J16493m4348,22628.6805,252.32,-43.8441,335.0416,0,Y,Strong SL (multiple),,,,,
4U 1705-44,30102054002,B,IGR_J16493m4348,22628.6805,252.32,-43.8441,335.0416,0,Y,Corner SL,,,,,
4U 1705-44,30102054002,B,IGR_J16493m4348,22628.6805,252.32,-43.8441,335.0416,0,Y,Corner SL,,,,,
4U 1705-44,30102054004,A,IGR_J16493m4348,31228.4427,252.31,-43.8455,338.8186,1,Y,Multiple SL sources,,,,,
4U 1705-44,30102054006,A,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple SL sources,,,,,
4U 1705-44,30102054006,B,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple sources,,,,,
4U 1705-44,30102054006,B,IGR_J16493m4348,21561.1383,252.35,-43.8361,342.8928,1,Y,Multiple sources,,,,,
4U 1705-44,30460005002,A,IGR_J17195m4100,29536.3688,259.85,-41.0339,353.0336,2,Y,Moderate SL,,,,,
4U 1705-44,80301301002,B,Swift_J1658d2m4242,31536.7413,254.58,-42.6807,156.8916,0,Y,"Strong primary, SL in FPMB",,,,,
4U 1705-44,80301301002,B,Swift_J1658d2m4242,31536.7413,254.58,-42.6807,156.8916,0,Y,"Strong primary, SL in FPMB",,,,,
4U 1705-44,80302302004,B,Swift_J1658d2m4242,25075.9267,254.58,-42.6809,159.4412,NA,Y,"One big, one small",,GX 340+0,,,
4U 1705-44,80302302004,B,Swift_J1658d2m4242,25075.9267,254.58,-42.6809,159.4412,NA,Y,"One big, one small",,GX 340+0,,,
4U 1705-44,80302302006,B,Swift_J1658d2m4242,28244.5769,254.58,-42.6804,161.8368,0,Y,"Strong primary, SL in FPMB",,GX 340+0,,,
4U 1705-44,80302302006,B,Swift_J1658d2m4242,28244.5769,254.58,-42.6804,161.8368,0,Y,"Strong primary, SL in FPMB",,GX 340+0,,,
4U 1705-44,80302302008,B,Swift_J1658d2m4242,26714.1436,254.59,-42.6828,163.3074,0,Y,"Strong primary, SL in FPMB",,GX 340+0,,,
4U 1705-44,80302302008,B,Swift_J1658d2m4242,26714.1436,254.59,-42.6828,163.3074,0,Y,"Strong primary, SL in FPMB",,GX 340+0,,,
4U 1705-44,80302302010,B,Swift_J1658d2m4242,29102.0012,254.59,-42.6817,167.8524,1,Y,"Strong primary, SL in FPMB",,GX 340+0,,,
4U 1705-44,80302302010,B,Swift_J1658d2m4242,29102.0012,254.59,-42.6817,167.8524,1,Y,"Strong primary, SL in FPMB",,GX 340+0,,,
4U 1705-44,90301322001,A,MAXI_J1621m501,19463.8027,245.02,-50.024,14.9156,0,N,PSF Bleed,,4U 1702-429,,,
4U 1705-44,90401307002,B,Swift_J1658d2m4242,33337.1134,254.58,-42.6802,153.8274,1,Y,"Strong primary, SL in FPMB",,GX 340+0,,,
4U 1705-44,90401307002,B,Swift_J1658d2m4242,33337.1134,254.58,-42.6802,153.8274,1,Y,"Strong primary, SL in FPMB",,GX 340+0,,,
4U 1705-44,90401317002,B,Swift_J1658d2m4242,28493.0101,254.58,-42.6784,183.1056,1,Y,Faint SL,,,,,
4U 1705-44,90401317002,B,Swift_J1658d2m4242,28493.0101,254.58,-42.6784,183.1056,1,Y,Faint SL,,,,,
4U 1705-440,30301024002,A,PNE_G343,37106.5707,255.38,-43.1653,299.7251,2,Y,Strong SL (at least two),,??,,,
4U 1724-30,30101043002,A,PSR_J1723m2837,81876.4541,260.81,-28.6529,340.9266,1,Y,Strong SL,,,,,
4U 1724-30,60061279002,A,GRS1734m292,20292.5873,264.35,-29.1582,336.5919,0,Y,Multiple,,??,GX 3+1,,
4U 1724-30,60301010002,B,GRS_1734m292,26020.3307,264.39,-29.1035,174.934,0,Y,"Strong SL, and some on FPMA",,,,,
4U 1724-30,60301010002,B,GRS_1734m292,26020.3307,264.39,-29.1035,174.934,0,Y,"Strong SL, and some on FPMA",,,,,
4U 1724-30,90101009002,B,Rapid_Burster,46648.8785,263.32,-33.403,340.4116,0,Y,Slice near edge of FoV,,,,,
4U 1724-30,90101009002,B,Rapid_Burster,46648.8785,263.32,-33.403,340.4116,0,Y,Slice near edge of FoV,,,,,
4U 1724-30,90301012002,A,IGRJ17329m2731,20846.0337,263.19,-27.5221,336.0032,0,Y,Corner SL,,,,,
4U 1724-30,90401321002,A,CXOU_J173324d6m332321,55194.0476,263.38,-33.3658,169.7033,1,Y,"Multiple, one covering full FoV",,??,,,
4U 1724-30,90401321002,B,CXOU_J173324d6m332321,55194.0476,263.38,-33.3658,169.7033,1,Y,SL/GR in both (GR GX 354-0),,,,,
4U 1724-30,90401321002,B,CXOU_J173324d6m332321,55194.0476,263.38,-33.3658,169.7033,1,Y,SL/GR in both (GR GX 354-0),,,,,
Cen X-3,30001050004,A,HD96670,50253.4955,166.84,-59.8976,264.8846,0,Y,Strong SL,,,,,
Cen X-3,30001050006,A,HD96670,70451.183,166.83,-59.9043,283.0171,0,Y,Strong SL,,,,,
Cen X-3,60061213002,A,IGRJ11366m6002,21565.9948,174.18,-60.0122,113.8887,0,Y,Strong SL,,,,,
Cen X-3,60061213002,B,IGRJ11366m6002,21565.9948,174.18,-60.0122,113.8887,2,Y,Strong SL,,,,,
Cen X-3,60061213002,B,IGRJ11366m6002,21565.9948,174.18,-60.0122,113.8887,2,Y,Strong SL,,,,,
Crab,10110001002,A,Crab_nuabs_01,21068.3774,85.33,22.8085,153.1198,0,N,Crab SL,,,,,
Crab,10110001002,B,Crab_nuabs_01,21068.3774,85.33,22.8085,153.1198,NA,N,Crab SL,,,,,
Crab,10110001002,B,Crab_nuabs_01,21068.3774,85.33,22.8085,153.1198,NA,N,Crab SL,,,,,
Crab,10110002002,A,Crab_nuabs_02,20087.6228,81.93,21.202,153.0943,0,N,Crab SL,,,,,
Crab,10110003002,B,Crab_nuabs_03,22827.3824,82.83,23.4025,153.074,NA,N,Crab SL,,,,,
Crab,10110003002,B,Crab_nuabs_03,22827.3824,82.83,23.4025,153.074,NA,N,Crab SL,,,,,
Crab,10110004002,A,Crab_nuabs_04,20888.1412,84.63,23.3282,332.1382,,N,Crab SL,,,,,
Crab,10110005001,B,Crab_nuabs_05,21776.0354,84.52,20.3241,333.0453,NA,N,Crab SL,,,,,
Crab,10110005001,B,Crab_nuabs_05,21776.0354,84.52,20.3241,333.0453,NA,N,Crab SL,,,,,
Crab,10210001002,A,Crab_sl_201702,20173.032,81.85,21.1288,331.799,,N,Crab SL,,,,,
Crab,10210001002,B,Crab_sl_201702,20173.032,81.85,21.1288,331.799,NA,N,Crab SL,,,,,
Crab,10210001002,B,Crab_sl_201702,20173.032,81.85,21.1288,331.799,NA,N,Crab SL,,,,,
Crab,10210001003,A,Crab_sl_201702,19243.2741,81.78,21.1194,331.5615,,N,Crab SL,,,,,
Crab,10210001003,B,Crab_sl_201702,19243.2741,81.78,21.1194,331.5615,NA,N,Crab SL,,,,,
Crab,10210001003,B,Crab_sl_201702,19243.2741,81.78,21.1194,331.5615,NA,N,Crab SL,,,,,
Crab,10311001002,A,Crab_sl_PA150,1909.5379,85.43,22.9219,151.1285,,N,Crab SL,,,,,
Crab,10311001002,B,Crab_sl_PA150,1909.5379,85.43,22.9219,151.1285,NA,N,Crab SL,,,,,
Crab,10311001002,B,Crab_sl_PA150,1909.5379,85.43,22.9219,151.1285,NA,N,Crab SL,,,,,
Crab,10311001004,A,Crab_sl_PA150,18385.7886,85.44,22.9052,152.2846,,N,Crab SL,,,,,
Crab,10311001004,B,Crab_sl_PA150,18385.7886,85.44,22.9052,152.2846,NA,N,Crab SL,,,,,
Crab,10311001004,B,Crab_sl_PA150,18385.7886,85.44,22.9052,152.2846,NA,N,Crab SL,,,,,
Crab,10311001006,A,Crab_sl_PA150,20729.4639,85.43,22.8988,152.7913,,N,Crab SL,,,,,
Crab,10311001006,B,Crab_sl_PA150,20729.4639,85.43,22.8988,152.7913,NA,N,Crab SL,,,,,
Crab,10311001006,B,Crab_sl_PA150,20729.4639,85.43,22.8988,152.7913,NA,N,Crab SL,,,,,
Crab,10311001008,A,Crab_sl_PA150,19747.7673,85.42,22.9092,153.6299,,N,Crab SL,,,,,4U 1705 (sliver)
Crab,10311001008,B,Crab_sl_PA150,19747.7673,85.42,22.9092,153.6299,NA,N,Crab SL,,,,,
Crab,10311001008,B,Crab_sl_PA150,19747.7673,85.42,22.9092,153.6299,NA,N,Crab SL,,,,,
Crab,10402002002,A,Crab_sl_PA330,19280.4889,81.85,21.1243,329.8904,,N,Crab SL,,,,,
Crab,10402002002,B,Crab_sl_PA330,19280.4889,81.85,21.1243,329.8904,NA,N,Crab SL,,,,,
Crab,10402002002,B,Crab_sl_PA330,19280.4889,81.85,21.1243,329.8904,NA,N,Crab SL,,,,,
Crab,10402002004,A,Crab_sl_PA330,20848.174,81.84,21.132,331.271,,N,Crab SL,,,,,
Crab,10402002004,B,Crab_sl_PA330,20848.174,81.84,21.132,331.271,NA,N,Crab SL,,,,,
Crab,10402002004,B,Crab_sl_PA330,20848.174,81.84,21.132,331.271,NA,N,Crab SL,,,,,
Crab,10402002006,A,Crab_sl_PA330,20085.248,81.84,21.1321,331.3013,,N,Crab SL,,,,,
Crab,10402002006,B,Crab_sl_PA330,20085.248,81.84,21.1321,331.3013,NA,N,Crab SL,,,,,
Crab,10402002006,B,Crab_sl_PA330,20085.248,81.84,21.1321,331.3013,NA,N,Crab SL,,,,,
Crab,10402004002,A,Crab_sl_PA150,23463.0172,85.44,22.9094,152.5363,,N,Crab SL,,,,,
Crab,10402004002,B,Crab_sl_PA150,23463.0172,85.44,22.9094,152.5363,NA,N,Crab SL,,,,,
Crab,10402004002,B,Crab_sl_PA150,23463.0172,85.44,22.9094,152.5363,NA,N,Crab SL,,,,,
Crab,10402004004,A,Crab_sl_PA150,32596.1781,85.44,22.9104,152.5469,,N,Crab SL,,,,,
Crab,10402004004,B,Crab_sl_PA150,32596.1781,85.44,22.9104,152.5469,NA,N,Crab SL,,,,,
Crab,10402004004,B,Crab_sl_PA150,32596.1781,85.44,22.9104,152.5469,NA,N,Crab SL,,,,,
Crab,10402004006,A,Crab_sl_PA150,39449.8779,85.44,22.9087,152.5709,,N,Crab SL,,,,,
Crab,10402004006,B,Crab_sl_PA150,39449.8779,85.44,22.9087,152.5709,NA,N,Crab SL,,,,,
Crab,10402004006,B,Crab_sl_PA150,39449.8779,85.44,22.9087,152.5709,NA,N,Crab SL,,,,,
Crab,10502002002,A,Crab_sl_PA330,29093.9932,81.84,21.1126,329.6879,,N,Crab SL,,,,,
Crab,10502002002,B,Crab_sl_PA330,29093.9932,81.84,21.1126,329.6879,NA,N,Crab SL,,,,,
Crab,10502002002,B,Crab_sl_PA330,29093.9932,81.84,21.1126,329.6879,NA,N,Crab SL,,,,,
Crab,10502002004,A,Crab_sl_PA330,28705.98,81.83,21.1194,331.2001,,N,Crab SL,,,,,
Crab,10502002004,B,Crab_sl_PA330,28705.98,81.83,21.1194,331.2001,NA,N,Crab SL,,,,,
Crab,10502002004,B,Crab_sl_PA330,28705.98,81.83,21.1194,331.2001,NA,N,Crab SL,,,,,
Crab,10502006002,A,Crab_sl_A12_PA333,4411.2713,85.53,23.0131,332.6773,1,N,Crab SL,,,,,
Crab,10502007002,B,Crab_sl_B01_PA333,4416.9418,84.52,20.3082,332.5916,NA,N,Crab SL,,,,,
Crab,10502007002,B,Crab_sl_B01_PA333,4416.9418,84.52,20.3082,332.5916,NA,N,Crab SL,,,,,
Crab,10502010001,A,Crab_sl_PA150,19230.893,85.45,22.9182,148.9572,,N,Crab SL,,,,,
Crab,10502010001,B,Crab_sl_PA150,19230.893,85.45,22.9182,148.9572,NA,N,Crab SL,,,,,
Crab,10502010001,B,Crab_sl_PA150,19230.893,85.45,22.9182,148.9572,NA,N,Crab SL,,,,,
Crab,10502010003,A,Crab_sl_PA150,20357.3185,85.45,22.9163,149.0412,,N,Crab SL,,,,,
Crab,10502010003,B,Crab_sl_PA150,20357.3185,85.45,22.9163,149.0412,NA,N,Crab SL,,,,,
Crab,10502010003,B,Crab_sl_PA150,20357.3185,85.45,22.9163,149.0412,NA,N,Crab SL,,,,,
Crab,10602003002,A,Crab_sl_PA330,32410.4227,81.86,21.1239,331.0029,,N,Crab SL,,,,,
Crab,10602003002,B,Crab_sl_PA330,32410.4227,81.86,21.1239,331.0029,NA,N,Crab SL,,,,,
Crab,10602003002,B,Crab_sl_PA330,32410.4227,81.86,21.1239,331.0029,NA,N,Crab SL,,,,,
Crab,10602003004,A,Crab_sl_PA330,14760.109,81.86,21.1255,330.9808,,N,Crab SL,,,,,
Crab,10602003004,B,Crab_sl_PA330,14760.109,81.86,21.1255,330.9808,NA,N,Crab SL,,,,,
Crab,10602003004,B,Crab_sl_PA330,14760.109,81.86,21.1255,330.9808,NA,N,Crab SL,,,,,
Crab,30460020002,A,1RXS_J052523d2p241331,58785.3071,81.32,24.1921,330.7479,0,Y,Strong SL,,,,,
Crab,30460020002,B,1RXS_J052523d2p241331,58785.3071,81.32,24.1921,330.7479,0,N,Strong,,,,,
Crab,30460020002,B,1RXS_J052523d2p241331,58785.3071,81.32,24.1921,330.7479,0,N,Strong,,,,,
Crab GR,10610007002,A,Crab_PA330_GR07,10126.0753,83.60,21.8872,329.6647,,N,Crab Ghost-rays,,,,,
Crab GR,10610007002,B,Crab_PA330_GR07,10126.0753,83.60,21.8872,329.6647,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610007002,B,Crab_PA330_GR07,10126.0753,83.60,21.8872,329.6647,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610010001,A,Crab_PA330_GR10,18918.4526,83.59,21.838,329.6928,,N,Crab Ghost-rays,,,,,
Crab GR,10610010001,B,Crab_PA330_GR10,18918.4526,83.59,21.838,329.6928,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610010001,B,Crab_PA330_GR10,18918.4526,83.59,21.838,329.6928,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610015001,A,Crab_PA330_GR15,7256.5153,83.60,21.7521,329.6512,,N,Crab Ghost-rays,,,,,
Crab GR,10610015001,B,Crab_PA330_GR15,7256.5153,83.60,21.7521,329.6512,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610015001,B,Crab_PA330_GR15,7256.5153,83.60,21.7521,329.6512,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610020001,A,Crab_PA330_GR20,18774.4477,83.60,21.6668,329.6272,,N,Crab Ghost-rays,,,,,
Crab GR,10610020001,B,Crab_PA330_GR20,18774.4477,83.60,21.6668,329.6272,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610020001,B,Crab_PA330_GR20,18774.4477,83.60,21.6668,329.6272,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610025001,A,Crab_PA330_GR25,21001.7373,83.60,21.5877,329.6688,,N,Crab Ghost-rays,,,,,
Crab GR,10610025001,B,Crab_PA330_GR25,21001.7373,83.60,21.5877,329.6688,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610025001,B,Crab_PA330_GR25,21001.7373,83.60,21.5877,329.6688,NA,N,Crab Ghost-rays,,,,,
Crab GR,10610030001,A,Crab_PA330_GR30,18850.7054,83.60,21.5,329.5959,2,N,Crab GR,,,,,
Crab GR,10610030001,B,Crab_PA330_GR30,18850.7054,83.60,21.5,329.5959,0,N,Crab GR,,,,,
Crab GR,10610030001,B,Crab_PA330_GR30,18850.7054,83.60,21.5,329.5959,0,N,Crab GR,,,,,
Crab GR,10610035001,A,Crab_PA330_GR35,21478.6494,83.60,21.4209,329.6123,2,N,Crab GR,,,,,
Crab GR,10610035001,B,Crab_PA330_GR35,21478.6494,83.60,21.4209,329.6123,0,N,Crab GR,,,,,
Crab GR,10610035001,B,Crab_PA330_GR35,21478.6494,83.60,21.4209,329.6123,0,N,Crab GR,,,,,
Cyg X-1,10402007001,A,Cyg_X1_sl_PA165,20099.6368,301.81,35.6946,163.8669,0,N,Cyg X-1 SL,,,,,
Cyg X-1,10402007001,B,Cyg_X1_sl_PA165,20099.6368,301.81,35.6946,163.8669,0,N,Cyg X-1 SL,,,,,
Cyg X-1,10402007001,B,Cyg_X1_sl_PA165,20099.6368,301.81,35.6946,163.8669,0,N,Cyg X-1 SL,,,,,
Cyg X-1,30401003002,B,IGR_J20063p3641,35682.7292,301.62,36.7023,173.2923,0,Y,"Weak in A, strong in B",,,,,
Cyg X-1,30401003002,B,IGR_J20063p3641,35682.7292,301.62,36.7023,173.2923,0,Y,"Weak in A, strong in B",,,,,
Cyg X-1,90501328002,A,4U_1954p31,40791.1944,298.92,32.1346,110.4676,1,Y,"PSF bleed, SL on FPMA only (edge)",,,,,
Cyg X-3,30001044002,A,BDp43_3654,105106.1643,308.39,43.9655,330.7691,1,Y,Strong SL,,,,,
Cyg X-3,30001044002,A,BDp43_3654,105106.1643,308.39,43.9655,330.7691,X,Y,"SL on A, elevated bgd on B?",,,,,
Cyg X-3,30001044004,A,BDp43_3654,98626.663,308.36,43.965,330.5941,1,Y,Strong SL,,,,,
Cyg X-3,30364002002,A,PSR_J2022p3842,28000.3462,305.61,38.6712,252.8111,1,Y,Strong SL (both FPMs),,,,,
Cyg X-3,30364002002,B,PSR_J2022p3842,28000.3462,305.61,38.6712,252.8111,1,Y,Single,,,,,
Cyg X-3,30364002002,B,PSR_J2022p3842,28000.3462,305.61,38.6712,252.8111,1,Y,Single,,,,,
Cyg X-3,60061297002,A,IGRJ20187p4041,20967.4844,304.67,40.6467,277.7051,2,Y,Strong Sl,,,,,
Cyg X-3,60061297002,B,IGRJ20187p4041,20967.4844,304.67,40.6467,277.7051,0,Y,Single,,,,,
Cyg X-3,60061297002,B,IGRJ20187p4041,20967.4844,304.67,40.6467,277.7051,0,Y,Single,,,,,
Cyg X-3,90201029002,A,EXO_2030p375,56740.9578,308.03,37.6549,67.3069,0,Y,Edge of FoV SL,,,,,
GRS 1915+105,30101050002,A,4U_1909p07,41343.8497,287.69,7.6139,77.5836,0,Y,Corner of FoV,,,,,
GRS 1915+105,30201013002,A,SGR_1900p14,122616.7124,286.79,9.3079,321.6725,,Y,Single,,,,,
GRS 1915+105,30201013002,B,SGR_1900p14,122616.7124,286.79,9.3079,321.6725,NA,Y,"Single, both FPMs",,,,,
GRS 1915+105,30201013002,B,SGR_1900p14,122616.7124,286.79,9.3079,321.6725,NA,Y,"Single, both FPMs",,,,,
GRS 1915+105,30401018002,B,4U_1907p09,78859.776,287.37,9.8237,23.1147,0,Y,Strong SL (weak in A),,X1908+075,,,
GRS 1915+105,30401018002,B,4U_1907p09,78859.776,287.37,9.8237,23.1147,0,Y,Strong SL (weak in A),,X1908+075,,,
GRS 1915+105,40301001002,A,W49B,125634.0431,287.83,9.1701,158.4709,,Y,Single,,,,,
GRS 1915+105,80001014002,A,XTEJ1908p094,45146.8332,287.18,9.3307,311.4228,1,Y,Single source,,,,,
GRS 1915+105,80001014002,B,XTEJ1908p094,45146.8332,287.18,9.3307,311.4228,1,Y,Strong SL,,,,,
GRS 1915+105,80001014002,B,XTEJ1908p094,45146.8332,287.18,9.3307,311.4228,1,Y,Strong SL,,,,,
GRS 1915+105,90501317002,A,XTE_J1908p094,40802.1183,287.24,9.4155,146.4973,1,Y,Strong SL,,,,,
GS 1826-24,10202005002,A,PSR_B1821m24,156507.4232,276.14,-24.8264,152.8129,1,Y,Sliver of SL on FPMA,,,,,
